created_at,customer,customer.address,customer.address.city,customer.address.state,customer.address.street,customer.address.zip,customer.email,customer.name,customer_id,items,order_id,payment,payment.last_four,payment.method,shipping,shipping.carrier,shipping.cost,shipping.tracking,status,total
2024-03-11T00:00:00,"{""name"": ""Customer 60"", ""email"": ""customer60@shop.example"", ""address"": {""street"": ""127 Main St"", ""city"": ""Seattle"", ""state"": ""CA"", ""zip"": ""44113""}}","{""street"": ""127 Main St"", ""city"": ""Seattle"", ""state"": ""CA"", ""zip"": ""44113""}",Seattle,CA,127 Main St,44113,customer60@shop.example,Customer 60,1746,"[{""product"": ""Speakers"", ""quantity"": 1, ""price"": 550.7, ""sku"": ""SKU-325""}]",ORD-10060,"{""method"": ""paypal"", ""last_four"": ""3014""}",3014,paypal,"{""carrier"": ""UPS"", ""tracking"": ""TR815076673"", ""cost"": 15.86}",UPS,15.86,TR815076673,cancelled,1192.91
2024-04-05T00:00:00,"{""name"": ""Customer 61"", ""email"": ""customer61@shop.example"", ""address"": {""street"": ""775 Main St"", ""city"": ""Denver"", ""state"": ""OR"", ""zip"": ""12839""}}","{""street"": ""775 Main St"", ""city"": ""Denver"", ""state"": ""OR"", ""zip"": ""12839""}",Denver,OR,775 Main St,12839,customer61@shop.example,Customer 61,8505,"[{""product"": ""Phone"", ""quantity"": 2, ""price"": 365.97, ""sku"": ""SKU-790""}, {""product"": ""Watch"", ""quantity"": 3, ""price"": 982.72, ""sku"": ""SKU-489""}]",ORD-10061,"{""method"": ""paypal"", ""last_four"": ""5063""}",5063,paypal,"{""carrier"": ""UPS"", ""tracking"": ""TR200952930"", ""cost"": 6.97}",UPS,6.97,TR200952930,cancelled,608.27
2024-01-23T00:00:00,"{""name"": ""Customer 62"", ""email"": ""customer62@shop.example"", ""address"": {""street"": ""837 Main St"", ""city"": ""Seattle"", ""state"": ""WA"", ""zip"": ""18532""}}","{""street"": ""837 Main St"", ""city"": ""Seattle"", ""state"": ""WA"", ""zip"": ""18532""}",Seattle,WA,837 Main St,18532,customer62@shop.example,Customer 62,6424,"[{""product"": ""Headphones"", ""quantity"": 1, ""price"": 598.92, ""sku"": ""SKU-607""}, {""product"": ""Camera"", ""quantity"": 1, ""price"": 325.7, ""sku"": ""SKU-681""}]",ORD-10062,"{""method"": ""apple_pay"", ""last_four"": ""1083""}",1083,apple_pay,"{""carrier"": ""UPS"", ""tracking"": ""TR578485999"", ""cost"": 11.26}",UPS,11.26,TR578485999,shipped,1027.48
2024-02-19T00:00:00,"{""name"": ""Customer 63"", ""email"": ""customer63@shop.example"", ""address"": {""street"": ""161 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""43245""}}","{""street"": ""161 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""43245""}",San Francisco,OR,161 Main St,43245,customer63@shop.example,Customer 63,3652,"[{""product"": ""Speakers"", ""quantity"": 5, ""price"": 778.8, ""sku"": ""SKU-584""}, {""product"": ""Tablet"", ""quantity"": 3, ""price"": 204.51, ""sku"": ""SKU-745""}]",ORD-10063,"{""method"": ""apple_pay"", ""last_four"": ""8616""}",8616,apple_pay,"{""carrier"": ""UPS"", ""tracking"": ""TR612101345"", ""cost"": 25.1}",UPS,25.1,TR612101345,processing,2372.54
2024-01-01T00:00:00,"{""name"": ""Customer 64"", ""email"": ""customer64@shop.example"", ""address"": {""street"": ""36 Main St"", ""city"": ""Denver"", ""state"": ""CO"", ""zip"": ""82011""}}","{""street"": ""36 Main St"", ""city"": ""Denver"", ""state"": ""CO"", ""zip"": ""82011""}",Denver,CO,36 Main St,82011,customer64@shop.example,Customer 64,7415,"[{""product"": ""Phone"", ""quantity"": 1, ""price"": 794.35, ""sku"": ""SKU-593""}, {""product"": ""Tablet"", ""quantity"": 3, ""price"": 524.8, ""sku"": ""SKU-395""}]",ORD-10064,"{""method"": ""credit_card"", ""last_four"": ""4318""}",4318,credit_card,"{""carrier"": ""USPS"", ""tracking"": ""TR369250913"", ""cost"": 13.17}",USPS,13.17,TR369250913,cancelled,359.93
2024-06-30T00:00:00,"{""name"": ""Customer 65"", ""email"": ""customer65@shop.example"", ""address"": {""street"": ""617 Main St"", ""city"": ""Portland"", ""state"": ""WA"", ""zip"": ""97787""}}","{""street"": ""617 Main St"", ""city"": ""Portland"", ""state"": ""WA"", ""zip"": ""97787""}",Portland,WA,617 Main St,97787,customer65@shop.example,Customer 65,7187,"[{""product"": ""Speakers"", ""quantity"": 1, ""price"": 382.98, ""sku"": ""SKU-864""}, {""product"": ""Camera"", ""quantity"": 3, ""price"": 594.19, ""sku"": ""SKU-799""}, {""product"": ""Tablet"", ""quantity"": 4, ""price"": 864.1, ""sku"": ""SKU-460""}]",ORD-10065,"{""method"": ""paypal"", ""last_four"": ""7907""}",7907,paypal,"{""carrier"": ""FedEx"", ""tracking"": ""TR959248867"", ""cost"": 25.96}",FedEx,25.96,TR959248867,cancelled,722.72
2024-06-25T00:00:00,"{""name"": ""Customer 66"", ""email"": ""customer66@shop.example"", ""address"": {""street"": ""628 Main St"", ""city"": ""Portland"", ""state"": ""CA"", ""zip"": ""74322""}}","{""street"": ""628 Main St"", ""city"": ""Portland"", ""state"": ""CA"", ""zip"": ""74322""}",Portland,CA,628 Main St,74322,customer66@shop.example,Customer 66,3506,"[{""product"": ""Watch"", ""quantity"": 3, ""price"": 18.79, ""sku"": ""SKU-630""}, {""product"": ""Phone"", ""quantity"": 1, ""price"": 837.96, ""sku"": ""SKU-936""}, {""product"": ""Tablet"", ""quantity"": 1, ""price"": 599.55, ""sku"": ""SKU-523""}]",ORD-10066,"{""method"": ""apple_pay"", ""last_four"": ""1508""}",1508,apple_pay,"{""carrier"": ""USPS"", ""tracking"": ""TR670530842"", ""cost"": 7.3}",USPS,7.3,TR670530842,delivered,757.85
2024-02-28T00:00:00,"{""name"": ""Customer 67"", ""email"": ""customer67@shop.example"", ""address"": {""street"": ""942 Main St"", ""city"": ""Seattle"", ""state"": ""CO"", ""zip"": ""63435""}}","{""street"": ""942 Main St"", ""city"": ""Seattle"", ""state"": ""CO"", ""zip"": ""63435""}",Seattle,CO,942 Main St,63435,customer67@shop.example,Customer 67,4128,"[{""product"": ""Camera"", ""quantity"": 2, ""price"": 501.2, ""sku"": ""SKU-113""}]",ORD-10067,"{""method"": ""apple_pay"", ""last_four"": ""3097""}",3097,apple_pay,"{""carrier"": ""FedEx"", ""tracking"": ""TR703662589"", ""cost"": 6.8}",FedEx,6.8,TR703662589,cancelled,127.72
2024-03-23T00:00:00,"{""name"": ""Customer 68"", ""email"": ""customer68@shop.example"", ""address"": {""street"": ""156 Main St"", ""city"": ""San Francisco"", ""state"": ""CA"", ""zip"": ""12545""}}","{""street"": ""156 Main St"", ""city"": ""San Francisco"", ""state"": ""CA"", ""zip"": ""12545""}",San Francisco,CA,156 Main St,12545,customer68@shop.example,Customer 68,8015,"[{""product"": ""Camera"", ""quantity"": 1, ""price"": 987.8, ""sku"": ""SKU-165""}]",ORD-10068,"{""method"": ""paypal"", ""last_four"": ""4328""}",4328,paypal,"{""carrier"": ""UPS"", ""tracking"": ""TR544845009"", ""cost"": 15.18}",UPS,15.18,TR544845009,processing,875.49
2024-07-18T00:00:00,"{""name"": ""Customer 69"", ""email"": ""customer69@shop.example"", ""address"": {""street"": ""105 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""33083""}}","{""street"": ""105 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""33083""}",San Francisco,OR,105 Main St,33083,customer69@shop.example,Customer 69,1249,"[{""product"": ""Watch"", ""quantity"": 3, ""price"": 363.49, ""sku"": ""SKU-367""}]",ORD-10069,"{""method"": ""paypal"", ""last_four"": ""3489""}",3489,paypal,"{""carrier"": ""FedEx"", ""tracking"": ""TR445172371"", ""cost"": 24.59}",FedEx,24.59,TR445172371,shipped,1585.44
2024-05-19T00:00:00,"{""name"": ""Customer 70"", ""email"": ""customer70@shop.example"", ""address"": {""street"": ""32 Main St"", ""city"": ""San Francisco"", ""state"": ""CA"", ""zip"": ""50665""}}","{""street"": ""32 Main St"", ""city"": ""San Francisco"", ""state"": ""CA"", ""zip"": ""50665""}",San Francisco,CA,32 Main St,50665,customer70@shop.example,Customer 70,9955,"[{""product"": ""Watch"", ""quantity"": 5, ""price"": 638.07, ""sku"": ""SKU-650""}, {""product"": ""Phone"", ""quantity"": 5, ""price"": 202.86, ""sku"": ""SKU-323""}, {""product"": ""Tablet"", ""quantity"": 1, ""price"": 991.84, ""sku"": ""SKU-588""}]",ORD-10070,"{""method"": ""paypal"", ""last_four"": ""3225""}",3225,paypal,"{""carrier"": ""UPS"", ""tracking"": ""TR906588285"", ""cost"": 23.34}",UPS,23.34,TR906588285,cancelled,1131.03
2024-04-15T00:00:00,"{""name"": ""Customer 71"", ""email"": ""customer71@shop.example"", ""address"": {""street"": ""183 Main St"", ""city"": ""Portland"", ""state"": ""CO"", ""zip"": ""99944""}}","{""street"": ""183 Main St"", ""city"": ""Portland"", ""state"": ""CO"", ""zip"": ""99944""}",Portland,CO,183 Main St,99944,customer71@shop.example,Customer 71,6529,"[{""product"": ""Headphones"", ""quantity"": 2, ""price"": 474.65, ""sku"": ""SKU-335""}]",ORD-10071,"{""method"": ""credit_card"", ""last_four"": ""4907""}",4907,credit_card,"{""carrier"": ""UPS"", ""tracking"": ""TR146864813"", ""cost"": 19.06}",UPS,19.06,TR146864813,delivered,2290.04
2024-03-27T00:00:00,"{""name"": ""Customer 72"", ""email"": ""customer72@shop.example"", ""address"": {""street"": ""393 Main St"", ""city"": ""San Francisco"", ""state"": ""WA"", ""zip"": ""45042""}}","{""street"": ""393 Main St"", ""city"": ""San Francisco"", ""state"": ""WA"", ""zip"": ""45042""}",San Francisco,WA,393 Main St,45042,customer72@shop.example,Customer 72,9226,"[{""product"": ""Camera"", ""quantity"": 4, ""price"": 72.16, ""sku"": ""SKU-536""}]",ORD-10072,"{""method"": ""paypal"", ""last_four"": ""7429""}",7429,paypal,"{""carrier"": ""USPS"", ""tracking"": ""TR935936211"", ""cost"": 7.17}",USPS,7.17,TR935936211,delivered,85.89
2024-03-05T00:00:00,"{""name"": ""Customer 73"", ""email"": ""customer73@shop.example"", ""address"": {""street"": ""266 Main St"", ""city"": ""San Francisco"", ""state"": ""CA"", ""zip"": ""23084""}}","{""street"": ""266 Main St"", ""city"": ""San Francisco"", ""state"": ""CA"", ""zip"": ""23084""}",San Francisco,CA,266 Main St,23084,customer73@shop.example,Customer 73,4154,"[{""product"": ""Tablet"", ""quantity"": 1, ""price"": 704.32, ""sku"": ""SKU-818""}]",ORD-10073,"{""method"": ""paypal"", ""last_four"": ""3234""}",3234,paypal,"{""carrier"": ""USPS"", ""tracking"": ""TR891599658"", ""cost"": 23.22}",USPS,23.22,TR891599658,cancelled,699.67
2024-07-11T00:00:00,"{""name"": ""Customer 74"", ""email"": ""customer74@shop.example"", ""address"": {""street"": ""291 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""76952""}}","{""street"": ""291 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""76952""}",San Francisco,OR,291 Main St,76952,customer74@shop.example,Customer 74,2930,"[{""product"": ""Laptop"", ""quantity"": 4, ""price"": 496.94, ""sku"": ""SKU-861""}, {""product"": ""Phone"", ""quantity"": 2, ""price"": 298.91, ""sku"": ""SKU-737""}, {""product"": ""Laptop"", ""quantity"": 4, ""price"": 773.22, ""sku"": ""SKU-728""}, {""product"": ""Phone"", ""quantity"": 2, ""price"": 166.33, ""sku"": ""SKU-349""}]",ORD-10074,"{""method"": ""paypal"", ""last_four"": ""4000""}",4000,paypal,"{""carrier"": ""FedEx"", ""tracking"": ""TR737561641"", ""cost"": 22.6}",FedEx,22.6,TR737561641,shipped,1149.69
2024-05-05T00:00:00,"{""name"": ""Customer 75"", ""email"": ""customer75@shop.example"", ""address"": {""street"": ""46 Main St"", ""city"": ""San Francisco"", ""state"": ""WA"", ""zip"": ""88979""}}","{""street"": ""46 Main St"", ""city"": ""San Francisco"", ""state"": ""WA"", ""zip"": ""88979""}",San Francisco,WA,46 Main St,88979,customer75@shop.example,Customer 75,3930,"[{""product"": ""Watch"", ""quantity"": 3, ""price"": 16.82, ""sku"": ""SKU-750""}, {""product"": ""Headphones"", ""quantity"": 1, ""price"": 657.85, ""sku"": ""SKU-529""}, {""product"": ""Headphones"", ""quantity"": 5, ""price"": 227.6, ""sku"": ""SKU-932""}, {""product"": ""Headphones"", ""quantity"": 2, ""price"": 52.12, ""sku"": ""SKU-886""}]",ORD-10075,"{""method"": ""apple_pay"", ""last_four"": ""1363""}",1363,apple_pay,"{""carrier"": ""FedEx"", ""tracking"": ""TR805557395"", ""cost"": 24.05}",FedEx,24.05,TR805557395,delivered,743.57
2024-05-26T00:00:00,"{""name"": ""Customer 76"", ""email"": ""customer76@shop.example"", ""address"": {""street"": ""340 Main St"", ""city"": ""Seattle"", ""state"": ""WA"", ""zip"": ""76857""}}","{""street"": ""340 Main St"", ""city"": ""Seattle"", ""state"": ""WA"", ""zip"": ""76857""}",Seattle,WA,340 Main St,76857,customer76@shop.example,Customer 76,7114,"[{""product"": ""Speakers"", ""quantity"": 5, ""price"": 206.76, ""sku"": ""SKU-755""}, {""product"": ""Phone"", ""quantity"": 3, ""price"": 973.52, ""sku"": ""SKU-704""}, {""product"": ""Speakers"", ""quantity"": 4, ""price"": 309.65, ""sku"": ""SKU-981""}, {""product"": ""Headphones"", ""quantity"": 2, ""price"": 941.56, ""sku"": ""SKU-983""}]",ORD-10076,"{""method"": ""credit_card"", ""last_four"": ""5118""}",5118,credit_card,"{""carrier"": ""UPS"", ""tracking"": ""TR150858412"", ""cost"": 17.34}",UPS,17.34,TR150858412,cancelled,1299.79
2024-06-22T00:00:00,"{""name"": ""Customer 77"", ""email"": ""customer77@shop.example"", ""address"": {""street"": ""511 Main St"", ""city"": ""Portland"", ""state"": ""CO"", ""zip"": ""68275""}}","{""street"": ""511 Main St"", ""city"": ""Portland"", ""state"": ""CO"", ""zip"": ""68275""}",Portland,CO,511 Main St,68275,customer77@shop.example,Customer 77,6953,"[{""product"": ""Laptop"", ""quantity"": 4, ""price"": 500.3, ""sku"": ""SKU-531""}]",ORD-10077,"{""method"": ""credit_card"", ""last_four"": ""8881""}",8881,credit_card,"{""carrier"": ""FedEx"", ""tracking"": ""TR177249630"", ""cost"": 9.46}",FedEx,9.46,TR177249630,pending,525.31
2024-02-20T00:00:00,"{""name"": ""Customer 78"", ""email"": ""customer78@shop.example"", ""address"": {""street"": ""874 Main St"", ""city"": ""San Francisco"", ""state"": ""WA"", ""zip"": ""69067""}}","{""street"": ""874 Main St"", ""city"": ""San Francisco"", ""state"": ""WA"", ""zip"": ""69067""}",San Francisco,WA,874 Main St,69067,customer78@shop.example,Customer 78,3461,"[{""product"": ""Laptop"", ""quantity"": 4, ""price"": 734.62, ""sku"": ""SKU-965""}, {""product"": ""Tablet"", ""quantity"": 1, ""price"": 440.29, ""sku"": ""SKU-849""}, {""product"": ""Speakers"", ""quantity"": 3, ""price"": 200.3, ""sku"": ""SKU-609""}, {""product"": ""Speakers"", ""quantity"": 4, ""price"": 407.39, ""sku"": ""SKU-988""}]",ORD-10078,"{""method"": ""apple_pay"", ""last_four"": ""2635""}",2635,apple_pay,"{""carrier"": ""FedEx"", ""tracking"": ""TR769694473"", ""cost"": 19.85}",FedEx,19.85,TR769694473,shipped,1330.62
2024-05-27T00:00:00,"{""name"": ""Customer 79"", ""email"": ""customer79@shop.example"", ""address"": {""street"": ""64 Main St"", ""city"": ""San Francisco"", ""state"": ""CA"", ""zip"": ""44856""}}","{""street"": ""64 Main St"", ""city"": ""San Francisco"", ""state"": ""CA"", ""zip"": ""44856""}",San Francisco,CA,64 Main St,44856,customer79@shop.example,Customer 79,2609,"[{""product"": ""Laptop"", ""quantity"": 1, ""price"": 789.93, ""sku"": ""SKU-693""}]",ORD-10079,"{""method"": ""apple_pay"", ""last_four"": ""5284""}",5284,apple_pay,"{""carrier"": ""FedEx"", ""tracking"": ""TR170337471"", ""cost"": 15.02}",FedEx,15.02,TR170337471,shipped,249.59
2024-02-05T00:00:00,"{""name"": ""Customer 80"", ""email"": ""customer80@shop.example"", ""address"": {""street"": ""858 Main St"", ""city"": ""Seattle"", ""state"": ""CO"", ""zip"": ""38158""}}","{""street"": ""858 Main St"", ""city"": ""Seattle"", ""state"": ""CO"", ""zip"": ""38158""}",Seattle,CO,858 Main St,38158,customer80@shop.example,Customer 80,4278,"[{""product"": ""Phone"", ""quantity"": 4, ""price"": 589.26, ""sku"": ""SKU-454""}, {""product"": ""Phone"", ""quantity"": 1, ""price"": 982.33, ""sku"": ""SKU-911""}, {""product"": ""Watch"", ""quantity"": 1, ""price"": 714.88, ""sku"": ""SKU-223""}, {""product"": ""Laptop"", ""quantity"": 2, ""price"": 706.58, ""sku"": ""SKU-485""}]",ORD-10080,"{""method"": ""apple_pay"", ""last_four"": ""5358""}",5358,apple_pay,"{""carrier"": ""USPS"", ""tracking"": ""TR603610416"", ""cost"": 9.27}",USPS,9.27,TR603610416,pending,2311.08
2024-06-17T00:00:00,"{""name"": ""Customer 81"", ""email"": ""customer81@shop.example"", ""address"": {""street"": ""671 Main St"", ""city"": ""San Francisco"", ""state"": ""CO"", ""zip"": ""15069""}}","{""street"": ""671 Main St"", ""city"": ""San Francisco"", ""state"": ""CO"", ""zip"": ""15069""}",San Francisco,CO,671 Main St,15069,customer81@shop.example,Customer 81,2154,"[{""product"": ""Phone"", ""quantity"": 4, ""price"": 970.21, ""sku"": ""SKU-485""}, {""product"": ""Headphones"", ""quantity"": 4, ""price"": 625.3, ""sku"": ""SKU-403""}, {""product"": ""Speakers"", ""quantity"": 3, ""price"": 723.95, ""sku"": ""SKU-928""}, {""product"": ""Tablet"", ""quantity"": 3, ""price"": 227.24, ""sku"": ""SKU-136""}]",ORD-10081,"{""method"": ""apple_pay"", ""last_four"": ""5743""}",5743,apple_pay,"{""carrier"": ""UPS"", ""tracking"": ""TR988222913"", ""cost"": 13.69}",UPS,13.69,TR988222913,processing,2117.84
2024-07-02T00:00:00,"{""name"": ""Customer 82"", ""email"": ""customer82@shop.example"", ""address"": {""street"": ""424 Main St"", ""city"": ""Denver"", ""state"": ""CA"", ""zip"": ""28204""}}","{""street"": ""424 Main St"", ""city"": ""Denver"", ""state"": ""CA"", ""zip"": ""28204""}",Denver,CA,424 Main St,28204,customer82@shop.example,Customer 82,7812,"[{""product"": ""Headphones"", ""quantity"": 3, ""price"": 913.3, ""sku"": ""SKU-222""}, {""product"": ""Speakers"", ""quantity"": 1, ""price"": 86.5, ""sku"": ""SKU-882""}, {""product"": ""Headphones"", ""quantity"": 5, ""price"": 261.74, ""sku"": ""SKU-540""}, {""product"": ""Camera"", ""quantity"": 5, ""price"": 932.24, ""sku"": ""SKU-407""}]",ORD-10082,"{""method"": ""paypal"", ""last_four"": ""8433""}",8433,paypal,"{""carrier"": ""UPS"", ""tracking"": ""TR357728841"", ""cost"": 10.93}",UPS,10.93,TR357728841,delivered,482.57
2024-03-27T00:00:00,"{""name"": ""Customer 83"", ""email"": ""customer83@shop.example"", ""address"": {""street"": ""164 Main St"", ""city"": ""Seattle"", ""state"": ""CA"", ""zip"": ""64297""}}","{""street"": ""164 Main St"", ""city"": ""Seattle"", ""state"": ""CA"", ""zip"": ""64297""}",Seattle,CA,164 Main St,64297,customer83@shop.example,Customer 83,6852,"[{""product"": ""Laptop"", ""quantity"": 5, ""price"": 287.08, ""sku"": ""SKU-224""}, {""product"": ""Camera"", ""quantity"": 4, ""price"": 305.04, ""sku"": ""SKU-969""}, {""product"": ""Tablet"", ""quantity"": 2, ""price"": 896.29, ""sku"": ""SKU-109""}]",ORD-10083,"{""method"": ""apple_pay"", ""last_four"": ""8407""}",8407,apple_pay,"{""carrier"": ""USPS"", ""tracking"": ""TR459568372"", ""cost"": 13.45}",USPS,13.45,TR459568372,cancelled,88.6
2024-03-23T00:00:00,"{""name"": ""Customer 84"", ""email"": ""customer84@shop.example"", ""address"": {""street"": ""973 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""43548""}}","{""street"": ""973 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""43548""}",San Francisco,OR,973 Main St,43548,customer84@shop.example,Customer 84,8065,"[{""product"": ""Watch"", ""quantity"": 4, ""price"": 355.09, ""sku"": ""SKU-244""}, {""product"": ""Watch"", ""quantity"": 4, ""price"": 581.21, ""sku"": ""SKU-516""}]",ORD-10084,"{""method"": ""credit_card"", ""last_four"": ""6900""}",6900,credit_card,"{""carrier"": ""UPS"", ""tracking"": ""TR974161382"", ""cost"": 25.39}",UPS,25.39,TR974161382,delivered,433.45
2024-07-12T00:00:00,"{""name"": ""Customer 85"", ""email"": ""customer85@shop.example"", ""address"": {""street"": ""219 Main St"", ""city"": ""Portland"", ""state"": ""OR"", ""zip"": ""90719""}}","{""street"": ""219 Main St"", ""city"": ""Portland"", ""state"": ""OR"", ""zip"": ""90719""}",Portland,OR,219 Main St,90719,customer85@shop.example,Customer 85,2239,"[{""product"": ""Laptop"", ""quantity"": 2, ""price"": 339.22, ""sku"": ""SKU-151""}]",ORD-10085,"{""method"": ""credit_card"", ""last_four"": ""3420""}",3420,credit_card,"{""carrier"": ""FedEx"", ""tracking"": ""TR556640145"", ""cost"": 21.64}",FedEx,21.64,TR556640145,shipped,1676.06
2024-03-18T00:00:00,"{""name"": ""Customer 86"", ""email"": ""customer86@shop.example"", ""address"": {""street"": ""124 Main St"", ""city"": ""Denver"", ""state"": ""CA"", ""zip"": ""80358""}}","{""street"": ""124 Main St"", ""city"": ""Denver"", ""state"": ""CA"", ""zip"": ""80358""}",Denver,CA,124 Main St,80358,customer86@shop.example,Customer 86,4694,"[{""product"": ""Tablet"", ""quantity"": 5, ""price"": 711.55, ""sku"": ""SKU-787""}]",ORD-10086,"{""method"": ""credit_card"", ""last_four"": ""5122""}",5122,credit_card,"{""carrier"": ""UPS"", ""tracking"": ""TR591053406"", ""cost"": 24.46}",UPS,24.46,TR591053406,cancelled,1376.96
2024-05-27T00:00:00,"{""name"": ""Customer 87"", ""email"": ""customer87@shop.example"", ""address"": {""street"": ""909 Main St"", ""city"": ""Denver"", ""state"": ""WA"", ""zip"": ""82838""}}","{""street"": ""909 Main St"", ""city"": ""Denver"", ""state"": ""WA"", ""zip"": ""82838""}",Denver,WA,909 Main St,82838,customer87@shop.example,Customer 87,2213,"[{""product"": ""Tablet"", ""quantity"": 2, ""price"": 351.95, ""sku"": ""SKU-179""}, {""product"": ""Headphones"", ""quantity"": 4, ""price"": 130.31, ""sku"": ""SKU-564""}, {""product"": ""Tablet"", ""quantity"": 1, ""price"": 243.31, ""sku"": ""SKU-450""}, {""product"": ""Tablet"", ""quantity"": 5, ""price"": 696.63, ""sku"": ""SKU-892""}]",ORD-10087,"{""method"": ""paypal"", ""last_four"": ""8655""}",8655,paypal,"{""carrier"": ""FedEx"", ""tracking"": ""TR354785896"", ""cost"": 8.41}",FedEx,8.41,TR354785896,processing,918.93
2024-02-23T00:00:00,"{""name"": ""Customer 88"", ""email"": ""customer88@shop.example"", ""address"": {""street"": ""7 Main St"", ""city"": ""Portland"", ""state"": ""OR"", ""zip"": ""57550""}}","{""street"": ""7 Main St"", ""city"": ""Portland"", ""state"": ""OR"", ""zip"": ""57550""}",Portland,OR,7 Main St,57550,customer88@shop.example,Customer 88,8958,"[{""product"": ""Watch"", ""quantity"": 2, ""price"": 702.87, ""sku"": ""SKU-179""}, {""product"": ""Watch"", ""quantity"": 5, ""price"": 617.93, ""sku"": ""SKU-627""}, {""product"": ""Camera"", ""quantity"": 5, ""price"": 14.64, ""sku"": ""SKU-954""}]",ORD-10088,"{""method"": ""credit_card"", ""last_four"": ""4144""}",4144,credit_card,"{""carrier"": ""UPS"", ""tracking"": ""TR720168414"", ""cost"": 18.39}",UPS,18.39,TR720168414,shipped,456.96
2024-07-06T00:00:00,"{""name"": ""Customer 89"", ""email"": ""customer89@shop.example"", ""address"": {""street"": ""805 Main St"", ""city"": ""Denver"", ""state"": ""CO"", ""zip"": ""89283""}}","{""street"": ""805 Main St"", ""city"": ""Denver"", ""state"": ""CO"", ""zip"": ""89283""}",Denver,CO,805 Main St,89283,customer89@shop.example,Customer 89,5004,"[{""product"": ""Tablet"", ""quantity"": 3, ""price"": 510.84, ""sku"": ""SKU-314""}, {""product"": ""Speakers"", ""quantity"": 2, ""price"": 918.76, ""sku"": ""SKU-673""}, {""product"": ""Laptop"", ""quantity"": 2, ""price"": 707.19, ""sku"": ""SKU-863""}, {""product"": ""Speakers"", ""quantity"": 5, ""price"": 872.75, ""sku"": ""SKU-909""}]",ORD-10089,"{""method"": ""paypal"", ""last_four"": ""3521""}",3521,paypal,"{""carrier"": ""UPS"", ""tracking"": ""TR647709478"", ""cost"": 19.29}",UPS,19.29,TR647709478,shipped,194.94
2024-07-08T00:00:00,"{""name"": ""Customer 90"", ""email"": ""customer90@shop.example"", ""address"": {""street"": ""441 Main St"", ""city"": ""Portland"", ""state"": ""CA"", ""zip"": ""56498""}}","{""street"": ""441 Main St"", ""city"": ""Portland"", ""state"": ""CA"", ""zip"": ""56498""}",Portland,CA,441 Main St,56498,customer90@shop.example,Customer 90,1158,"[{""product"": ""Watch"", ""quantity"": 5, ""price"": 843.32, ""sku"": ""SKU-398""}]",ORD-10090,"{""method"": ""credit_card"", ""last_four"": ""6710""}",6710,credit_card,"{""carrier"": ""UPS"", ""tracking"": ""TR944760210"", ""cost"": 17.23}",UPS,17.23,TR944760210,shipped,1132.35
2024-01-09T00:00:00,"{""name"": ""Customer 91"", ""email"": ""customer91@shop.example"", ""address"": {""street"": ""334 Main St"", ""city"": ""San Francisco"", ""state"": ""CO"", ""zip"": ""93657""}}","{""street"": ""334 Main St"", ""city"": ""San Francisco"", ""state"": ""CO"", ""zip"": ""93657""}",San Francisco,CO,334 Main St,93657,customer91@shop.example,Customer 91,8458,"[{""product"": ""Phone"", ""quantity"": 3, ""price"": 648.37, ""sku"": ""SKU-332""}, {""product"": ""Watch"", ""quantity"": 4, ""price"": 253.24, ""sku"": ""SKU-182""}, {""product"": ""Speakers"", ""quantity"": 3, ""price"": 958.77, ""sku"": ""SKU-573""}]",ORD-10091,"{""method"": ""apple_pay"", ""last_four"": ""9162""}",9162,apple_pay,"{""carrier"": ""UPS"", ""tracking"": ""TR261573997"", ""cost"": 20.36}",UPS,20.36,TR261573997,pending,568.17
2024-01-18T00:00:00,"{""name"": ""Customer 92"", ""email"": ""customer92@shop.example"", ""address"": {""street"": ""496 Main St"", ""city"": ""Denver"", ""state"": ""WA"", ""zip"": ""38389""}}","{""street"": ""496 Main St"", ""city"": ""Denver"", ""state"": ""WA"", ""zip"": ""38389""}",Denver,WA,496 Main St,38389,customer92@shop.example,Customer 92,1333,"[{""product"": ""Watch"", ""quantity"": 2, ""price"": 832.67, ""sku"": ""SKU-999""}, {""product"": ""Speakers"", ""quantity"": 3, ""price"": 154.59, ""sku"": ""SKU-454""}, {""product"": ""Camera"", ""quantity"": 5, ""price"": 25.72, ""sku"": ""SKU-607""}]",ORD-10092,"{""method"": ""credit_card"", ""last_four"": ""1090""}",1090,credit_card,"{""carrier"": ""USPS"", ""tracking"": ""TR669250147"", ""cost"": 23.4}",USPS,23.4,TR669250147,shipped,1196.56
